-318.7	-666.638	6.6101	0
-303.6	-664.175	5.5695	4
-288.5	-661.713	5.0784	2
-273.4	-659.25	5.0107	2
-258.3	-656.788	4.282	0
-243.2	-654.325	4.1654	0
-228.1	-651.863	4.7423	3
-335.67	-647.135	7.3923	0
-320.57	-644.673	6.3646	2
-305.47	-642.21	4.9214	2
-290.37	-639.748	3.9598	0
-275.27	-637.285	4.2282	0
-337.54	-625.17	7.1212	0
-322.44	-622.707	6.0461	1
-307.34	-620.245	4.3438	1
-292.24	-617.783	3.2108	0
-277.14	-615.32	3.4536	0
-262.04	-612.858	3.9243	0
-246.94	-610.395	4.5918	0
-231.84	-607.933	5.1125	1
-339.41	-603.205	6.9412	1
-324.31	-600.742	5.9257	0
-263.91	-590.893	3.9038	1
-248.81	-588.43	4.5754	0
-233.71	-585.968	5.0165	0
-341.28	-581.24	6.6371	0
-311.08	-576.315	4.7345	0
-295.98	-573.852	4.2099	1
-280.88	-571.39	4.0851	2
-265.78	-568.928	4.0769	0
-250.68	-566.465	4.3661	1
-235.58	-564.003	4.929	1
-343.15	-559.275	6.7708	0
-328.05	-556.812	5.9863	0
-312.95	-554.35	4.8952	0
-297.85	-551.887	4.3764	3
-282.75	-549.425	4.3408	6
-267.65	-546.962	4.2663	0
-252.55	-544.5	4.4812	0
-237.45	-542.038	5.011	0
-329.92	-534.847	6.1494	1
-314.82	-532.385	5.0977	4
-299.72	-529.922	4.4524	0
-284.62	-527.46	4.3574	2
-269.52	-524.997	4.4366	2
-254.42	-522.535	4.7415	0
-239.32	-520.072	5.3782	2
-346.89	-515.345	6.919	1
-331.79	-512.882	6.3008	0
-316.69	-510.42	5.5829	1
-301.59	-507.957	4.8608	2
-286.49	-505.495	4.6655	4
-271.39	-503.032	4.7457	2
-256.29	-500.57	5.2582	1
-241.19	-498.107	6.0414	1
-348.76	-493.38	7.2197	0
-333.66	-490.917	6.7744	1
-318.56	-488.455	6.1441	0
-303.46	-485.992	5.5006	2
-288.36	-483.53	5.1201	1
-273.26	-481.067	5.1334	2
-258.16	-478.605	5.705	1
-243.06	-476.142	6.613	0
-350.63	-471.415	7.336	1
-335.53	-468.952	6.8662	1
-320.43	-466.49	6.4453	4
-305.33	-464.027	6.1057	0
-290.23	-461.565	5.929	0
-275.13	-459.102	5.8228	3
-260.03	-456.64	6.1201	0
-244.93	-454.178	6.9412	2
-352.5	-449.45	7.6398	0
-337.4	-446.987	7.1711	0
-322.3	-444.525	6.7227	0
-307.2	-442.062	6.7262	0
-292.1	-439.6	6.8108	0
-277	-437.137	6.7132	3
-261.9	-434.675	6.6789	0
-246.8	-432.212	7.1709	0
-354.37	-427.485	7.5954	0
-339.27	-425.022	7.1977	0
-324.17	-422.56	7.0032	0
-309.07	-420.097	7.3852	0
-293.97	-417.635	7.8677	1
-278.87	-415.173	7.8668	0
-263.77	-412.71	7.5133	3
-248.67	-410.248	7.5601	2
-356.24	-405.52	7.8787	0
-341.14	-403.057	7.6229	1
-326.04	-400.595	7.4115	0
-310.94	-398.132	7.6355	1
-295.84	-395.67	8.0963	1
-280.74	-393.207	8.3987	3
-265.64	-390.745	8.3837	0
-250.54	-388.283	8.2934	0
-358.11	-383.555	8.1304	0
-343.01	-381.092	7.8821	0
-327.91	-378.63	7.4258	0
-312.81	-376.168	7.1762	0
-297.71	-373.705	7.5181	0
-282.61	-371.243	8.4649	0
-267.51	-368.78	9.3612	0
-252.41	-366.318	9.4572	0
-359.98	-361.59	8.1979	1
-344.88	-359.127	8.0611	0
-329.78	-356.665	7.5907	0
-314.68	-354.202	7.0359	2
-299.58	-351.74	7.036	0
-284.48	-349.278	8.0586	0
-269.38	-346.815	9.4253	0
-361.85	-339.625	7.9957	0
-346.75	-337.163	7.9749	0
-331.65	-334.7	7.8376	0
-316.55	-332.238	7.3359	0
-301.45	-329.775	7.1124	0
-286.35	-327.313	7.7299	0
-271.25	-324.85	8.929	0
-256.15	-322.388	9.5146	0
-363.72	-317.66	7.7393	1
-348.62	-315.197	7.8287	0
-333.52	-312.735	8.0419	0
-318.42	-310.273	7.9444	0
-303.32	-307.81	7.6593	0
-288.22	-305.348	7.5683	0
-273.12	-302.885	7.9436	0
-258.02	-300.423	8.465	0
-305.19	-285.845	7.5866	0
-290.09	-283.383	7.2968	0
-274.99	-280.92	7.4043	0
-259.89	-278.458	7.942	0
-307.06	-263.88	7.2648	0
-291.96	-261.418	7.199	0
-276.86	-258.955	7.2678	0
-261.76	-256.493	7.6247	0
-308.93	-241.915	7.0061	0
-293.83	-239.453	7.0746	0
-278.73	-236.99	7.032	0
-263.63	-234.528	7.0965	0
-310.8	-219.95	6.8898	0
-295.7	-217.488	7.0646	1
-280.6	-215.025	6.9834	0
-265.5	-212.563	6.8174	0
